timestamp,open,high,low,close
1780099200000,0.71808,0.71808,0.71808,0.71808
1780099260000,0.71808,0.71808,0.71808,0.71808
1780099320000,0.71808,0.71808,0.71808,0.71808
1780099380000,0.71808,0.71808,0.71808,0.71808
1780099440000,0.71808,0.71808,0.71808,0.71808
1780099500000,0.71808,0.71808,0.71808,0.71808
1780099560000,0.71808,0.71808,0.71808,0.71808
1780099620000,0.71808,0.71808,0.71808,0.71808
1780099680000,0.71808,0.71808,0.71808,0.71808
1780099740000,0.71808,0.71808,0.71808,0.71808
1780099800000,0.71808,0.71808,0.71808,0.71808
1780099860000,0.71808,0.71808,0.71808,0.71808
1780099920000,0.71808,0.71808,0.71808,0.71808
1780099980000,0.71808,0.71808,0.71808,0.71808
1780100040000,0.71808,0.71808,0.71808,0.71808
1780100100000,0.71808,0.71808,0.71808,0.71808
1780100160000,0.71808,0.71808,0.71808,0.71808
1780100220000,0.71808,0.71808,0.71808,0.71808
1780100280000,0.71808,0.71808,0.71808,0.71808
1780100340000,0.71808,0.71808,0.71808,0.71808
1780100400000,0.71808,0.71808,0.71808,0.71808
1780100460000,0.71808,0.71808,0.71808,0.71808
1780100520000,0.71808,0.71808,0.71808,0.71808
1780100580000,0.71808,0.71808,0.71808,0.71808
1780100640000,0.71808,0.71808,0.71808,0.71808
1780100700000,0.71808,0.71808,0.71808,0.71808
1780100760000,0.71808,0.71808,0.71808,0.71808
1780100820000,0.71808,0.71808,0.71808,0.71808
1780100880000,0.71808,0.71808,0.71808,0.71808
1780100940000,0.71808,0.71808,0.71808,0.71808
1780101000000,0.71808,0.71808,0.71808,0.71808
1780101060000,0.71808,0.71808,0.71808,0.71808
1780101120000,0.71808,0.71808,0.71808,0.71808
1780101180000,0.71808,0.71808,0.71808,0.71808
1780101240000,0.71808,0.71808,0.71808,0.71808
1780101300000,0.71808,0.71808,0.71808,0.71808
1780101360000,0.71808,0.71808,0.71808,0.71808
1780101420000,0.71808,0.71808,0.71808,0.71808
1780101480000,0.71808,0.71808,0.71808,0.71808
1780101540000,0.71808,0.71808,0.71808,0.71808
1780101600000,0.71808,0.71808,0.71808,0.71808
1780101660000,0.71808,0.71808,0.71808,0.71808
1780101720000,0.71808,0.71808,0.71808,0.71808
1780101780000,0.71808,0.71808,0.71808,0.71808
1780101840000,0.71808,0.71808,0.71808,0.71808
1780101900000,0.71808,0.71808,0.71808,0.71808
1780101960000,0.71808,0.71808,0.71808,0.71808
1780102020000,0.71808,0.71808,0.71808,0.71808
1780102080000,0.71808,0.71808,0.71808,0.71808
1780102140000,0.71808,0.71808,0.71808,0.71808
1780102200000,0.71808,0.71808,0.71808,0.71808
1780102260000,0.71808,0.71808,0.71808,0.71808
1780102320000,0.71808,0.71808,0.71808,0.71808
1780102380000,0.71808,0.71808,0.71808,0.71808
1780102440000,0.71808,0.71808,0.71808,0.71808
1780102500000,0.71808,0.71808,0.71808,0.71808
1780102560000,0.71808,0.71808,0.71808,0.71808
1780102620000,0.71808,0.71808,0.71808,0.71808
1780102680000,0.71808,0.71808,0.71808,0.71808
1780102740000,0.71808,0.71808,0.71808,0.71808
1780102800000,0.71808,0.71808,0.71808,0.71808
1780102860000,0.71808,0.71808,0.71808,0.71808
1780102920000,0.71808,0.71808,0.71808,0.71808
1780102980000,0.71808,0.71808,0.71808,0.71808
1780103040000,0.71808,0.71808,0.71808,0.71808
1780103100000,0.71808,0.71808,0.71808,0.71808
1780103160000,0.71808,0.71808,0.71808,0.71808
1780103220000,0.71808,0.71808,0.71808,0.71808
1780103280000,0.71808,0.71808,0.71808,0.71808
1780103340000,0.71808,0.71808,0.71808,0.71808
1780103400000,0.71808,0.71808,0.71808,0.71808
1780103460000,0.71808,0.71808,0.71808,0.71808
1780103520000,0.71808,0.71808,0.71808,0.71808
1780103580000,0.71808,0.71808,0.71808,0.71808
1780103640000,0.71808,0.71808,0.71808,0.71808
1780103700000,0.71808,0.71808,0.71808,0.71808
1780103760000,0.71808,0.71808,0.71808,0.71808
1780103820000,0.71808,0.71808,0.71808,0.71808
1780103880000,0.71808,0.71808,0.71808,0.71808
1780103940000,0.71808,0.71808,0.71808,0.71808
1780104000000,0.71808,0.71808,0.71808,0.71808
1780104060000,0.71808,0.71808,0.71808,0.71808
1780104120000,0.71808,0.71808,0.71808,0.71808
1780104180000,0.71808,0.71808,0.71808,0.71808
1780104240000,0.71808,0.71808,0.71808,0.71808
1780104300000,0.71808,0.71808,0.71808,0.71808
1780104360000,0.71808,0.71808,0.71808,0.71808
1780104420000,0.71808,0.71808,0.71808,0.71808
1780104480000,0.71808,0.71808,0.71808,0.71808
1780104540000,0.71808,0.71808,0.71808,0.71808
1780104600000,0.71808,0.71808,0.71808,0.71808
1780104660000,0.71808,0.71808,0.71808,0.71808
1780104720000,0.71808,0.71808,0.71808,0.71808
1780104780000,0.71808,0.71808,0.71808,0.71808
1780104840000,0.71808,0.71808,0.71808,0.71808
1780104900000,0.71808,0.71808,0.71808,0.71808
1780104960000,0.71808,0.71808,0.71808,0.71808
1780105020000,0.71808,0.71808,0.71808,0.71808
1780105080000,0.71808,0.71808,0.71808,0.71808
1780105140000,0.71808,0.71808,0.71808,0.71808
1780105200000,0.71808,0.71808,0.71808,0.71808
1780105260000,0.71808,0.71808,0.71808,0.71808
1780105320000,0.71808,0.71808,0.71808,0.71808
1780105380000,0.71808,0.71808,0.71808,0.71808
1780105440000,0.71808,0.71808,0.71808,0.71808
1780105500000,0.71808,0.71808,0.71808,0.71808
1780105560000,0.71808,0.71808,0.71808,0.71808
1780105620000,0.71808,0.71808,0.71808,0.71808
1780105680000,0.71808,0.71808,0.71808,0.71808
1780105740000,0.71808,0.71808,0.71808,0.71808
1780105800000,0.71808,0.71808,0.71808,0.71808
1780105860000,0.71808,0.71808,0.71808,0.71808
1780105920000,0.71808,0.71808,0.71808,0.71808
1780105980000,0.71808,0.71808,0.71808,0.71808
1780106040000,0.71808,0.71808,0.71808,0.71808
1780106100000,0.71808,0.71808,0.71808,0.71808
1780106160000,0.71808,0.71808,0.71808,0.71808
1780106220000,0.71808,0.71808,0.71808,0.71808
1780106280000,0.71808,0.71808,0.71808,0.71808
1780106340000,0.71808,0.71808,0.71808,0.71808
1780106400000,0.71808,0.71808,0.71808,0.71808
1780106460000,0.71808,0.71808,0.71808,0.71808
1780106520000,0.71808,0.71808,0.71808,0.71808
1780106580000,0.71808,0.71808,0.71808,0.71808
1780106640000,0.71808,0.71808,0.71808,0.71808
1780106700000,0.71808,0.71808,0.71808,0.71808
1780106760000,0.71808,0.71808,0.71808,0.71808
1780106820000,0.71808,0.71808,0.71808,0.71808
1780106880000,0.71808,0.71808,0.71808,0.71808
1780106940000,0.71808,0.71808,0.71808,0.71808
1780107000000,0.71808,0.71808,0.71808,0.71808
1780107060000,0.71808,0.71808,0.71808,0.71808
1780107120000,0.71808,0.71808,0.71808,0.71808
1780107180000,0.71808,0.71808,0.71808,0.71808
1780107240000,0.71808,0.71808,0.71808,0.71808
1780107300000,0.71808,0.71808,0.71808,0.71808
1780107360000,0.71808,0.71808,0.71808,0.71808
1780107420000,0.71808,0.71808,0.71808,0.71808
1780107480000,0.71808,0.71808,0.71808,0.71808
1780107540000,0.71808,0.71808,0.71808,0.71808
1780107600000,0.71808,0.71808,0.71808,0.71808
1780107660000,0.71808,0.71808,0.71808,0.71808
1780107720000,0.71808,0.71808,0.71808,0.71808
1780107780000,0.71808,0.71808,0.71808,0.71808
1780107840000,0.71808,0.71808,0.71808,0.71808
1780107900000,0.71808,0.71808,0.71808,0.71808
1780107960000,0.71808,0.71808,0.71808,0.71808
1780108020000,0.71808,0.71808,0.71808,0.71808
1780108080000,0.71808,0.71808,0.71808,0.71808
1780108140000,0.71808,0.71808,0.71808,0.71808
1780108200000,0.71808,0.71808,0.71808,0.71808
1780108260000,0.71808,0.71808,0.71808,0.71808
1780108320000,0.71808,0.71808,0.71808,0.71808
1780108380000,0.71808,0.71808,0.71808,0.71808
1780108440000,0.71808,0.71808,0.71808,0.71808
1780108500000,0.71808,0.71808,0.71808,0.71808
1780108560000,0.71808,0.71808,0.71808,0.71808
1780108620000,0.71808,0.71808,0.71808,0.71808
1780108680000,0.71808,0.71808,0.71808,0.71808
1780108740000,0.71808,0.71808,0.71808,0.71808
1780108800000,0.71808,0.71808,0.71808,0.71808
1780108860000,0.71808,0.71808,0.71808,0.71808
1780108920000,0.71808,0.71808,0.71808,0.71808
1780108980000,0.71808,0.71808,0.71808,0.71808
1780109040000,0.71808,0.71808,0.71808,0.71808
1780109100000,0.71808,0.71808,0.71808,0.71808
1780109160000,0.71808,0.71808,0.71808,0.71808
1780109220000,0.71808,0.71808,0.71808,0.71808
1780109280000,0.71808,0.71808,0.71808,0.71808
1780109340000,0.71808,0.71808,0.71808,0.71808
1780109400000,0.71808,0.71808,0.71808,0.71808
1780109460000,0.71808,0.71808,0.71808,0.71808
1780109520000,0.71808,0.71808,0.71808,0.71808
1780109580000,0.71808,0.71808,0.71808,0.71808
1780109640000,0.71808,0.71808,0.71808,0.71808
1780109700000,0.71808,0.71808,0.71808,0.71808
1780109760000,0.71808,0.71808,0.71808,0.71808
1780109820000,0.71808,0.71808,0.71808,0.71808
1780109880000,0.71808,0.71808,0.71808,0.71808
1780109940000,0.71808,0.71808,0.71808,0.71808
1780110000000,0.71808,0.71808,0.71808,0.71808
1780110060000,0.71808,0.71808,0.71808,0.71808
1780110120000,0.71808,0.71808,0.71808,0.71808
1780110180000,0.71808,0.71808,0.71808,0.71808
1780110240000,0.71808,0.71808,0.71808,0.71808
1780110300000,0.71808,0.71808,0.71808,0.71808
1780110360000,0.71808,0.71808,0.71808,0.71808
1780110420000,0.71808,0.71808,0.71808,0.71808
1780110480000,0.71808,0.71808,0.71808,0.71808
1780110540000,0.71808,0.71808,0.71808,0.71808
1780110600000,0.71808,0.71808,0.71808,0.71808
1780110660000,0.71808,0.71808,0.71808,0.71808
1780110720000,0.71808,0.71808,0.71808,0.71808
1780110780000,0.71808,0.71808,0.71808,0.71808
1780110840000,0.71808,0.71808,0.71808,0.71808
1780110900000,0.71808,0.71808,0.71808,0.71808
1780110960000,0.71808,0.71808,0.71808,0.71808
1780111020000,0.71808,0.71808,0.71808,0.71808
1780111080000,0.71808,0.71808,0.71808,0.71808
1780111140000,0.71808,0.71808,0.71808,0.71808
1780111200000,0.71808,0.71808,0.71808,0.71808
1780111260000,0.71808,0.71808,0.71808,0.71808
1780111320000,0.71808,0.71808,0.71808,0.71808
1780111380000,0.71808,0.71808,0.71808,0.71808
1780111440000,0.71808,0.71808,0.71808,0.71808
1780111500000,0.71808,0.71808,0.71808,0.71808
1780111560000,0.71808,0.71808,0.71808,0.71808
1780111620000,0.71808,0.71808,0.71808,0.71808
1780111680000,0.71808,0.71808,0.71808,0.71808
1780111740000,0.71808,0.71808,0.71808,0.71808
1780111800000,0.71808,0.71808,0.71808,0.71808
1780111860000,0.71808,0.71808,0.71808,0.71808
1780111920000,0.71808,0.71808,0.71808,0.71808
1780111980000,0.71808,0.71808,0.71808,0.71808
1780112040000,0.71808,0.71808,0.71808,0.71808
1780112100000,0.71808,0.71808,0.71808,0.71808
1780112160000,0.71808,0.71808,0.71808,0.71808
1780112220000,0.71808,0.71808,0.71808,0.71808
1780112280000,0.71808,0.71808,0.71808,0.71808
1780112340000,0.71808,0.71808,0.71808,0.71808
1780112400000,0.71808,0.71808,0.71808,0.71808
1780112460000,0.71808,0.71808,0.71808,0.71808
1780112520000,0.71808,0.71808,0.71808,0.71808
1780112580000,0.71808,0.71808,0.71808,0.71808
1780112640000,0.71808,0.71808,0.71808,0.71808
1780112700000,0.71808,0.71808,0.71808,0.71808
1780112760000,0.71808,0.71808,0.71808,0.71808
1780112820000,0.71808,0.71808,0.71808,0.71808
1780112880000,0.71808,0.71808,0.71808,0.71808
1780112940000,0.71808,0.71808,0.71808,0.71808
1780113000000,0.71808,0.71808,0.71808,0.71808
1780113060000,0.71808,0.71808,0.71808,0.71808
1780113120000,0.71808,0.71808,0.71808,0.71808
1780113180000,0.71808,0.71808,0.71808,0.71808
1780113240000,0.71808,0.71808,0.71808,0.71808
1780113300000,0.71808,0.71808,0.71808,0.71808
1780113360000,0.71808,0.71808,0.71808,0.71808
1780113420000,0.71808,0.71808,0.71808,0.71808
1780113480000,0.71808,0.71808,0.71808,0.71808
1780113540000,0.71808,0.71808,0.71808,0.71808
1780113600000,0.71808,0.71808,0.71808,0.71808
1780113660000,0.71808,0.71808,0.71808,0.71808
1780113720000,0.71808,0.71808,0.71808,0.71808
1780113780000,0.71808,0.71808,0.71808,0.71808
1780113840000,0.71808,0.71808,0.71808,0.71808
1780113900000,0.71808,0.71808,0.71808,0.71808
1780113960000,0.71808,0.71808,0.71808,0.71808
1780114020000,0.71808,0.71808,0.71808,0.71808
1780114080000,0.71808,0.71808,0.71808,0.71808
1780114140000,0.71808,0.71808,0.71808,0.71808
1780114200000,0.71808,0.71808,0.71808,0.71808
1780114260000,0.71808,0.71808,0.71808,0.71808
1780114320000,0.71808,0.71808,0.71808,0.71808
1780114380000,0.71808,0.71808,0.71808,0.71808
1780114440000,0.71808,0.71808,0.71808,0.71808
1780114500000,0.71808,0.71808,0.71808,0.71808
1780114560000,0.71808,0.71808,0.71808,0.71808
1780114620000,0.71808,0.71808,0.71808,0.71808
1780114680000,0.71808,0.71808,0.71808,0.71808
1780114740000,0.71808,0.71808,0.71808,0.71808
1780114800000,0.71808,0.71808,0.71808,0.71808
1780114860000,0.71808,0.71808,0.71808,0.71808
1780114920000,0.71808,0.71808,0.71808,0.71808
1780114980000,0.71808,0.71808,0.71808,0.71808
1780115040000,0.71808,0.71808,0.71808,0.71808
1780115100000,0.71808,0.71808,0.71808,0.71808
1780115160000,0.71808,0.71808,0.71808,0.71808
1780115220000,0.71808,0.71808,0.71808,0.71808
1780115280000,0.71808,0.71808,0.71808,0.71808
1780115340000,0.71808,0.71808,0.71808,0.71808
1780115400000,0.71808,0.71808,0.71808,0.71808
1780115460000,0.71808,0.71808,0.71808,0.71808
1780115520000,0.71808,0.71808,0.71808,0.71808
1780115580000,0.71808,0.71808,0.71808,0.71808
1780115640000,0.71808,0.71808,0.71808,0.71808
1780115700000,0.71808,0.71808,0.71808,0.71808
1780115760000,0.71808,0.71808,0.71808,0.71808
1780115820000,0.71808,0.71808,0.71808,0.71808
1780115880000,0.71808,0.71808,0.71808,0.71808
1780115940000,0.71808,0.71808,0.71808,0.71808
1780116000000,0.71808,0.71808,0.71808,0.71808
